timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,"var1","var2"
1743631863111,0,ds2,200,OK,Small Customers 1-1,text,true,,291,0,1,2,null,0,0,0,ds2,maybe
1743631863111,0,Shared,200,OK,Small Customers 1-1,text,true,,291,0,1,2,null,0,0,0,ds2,maybe
1743631863111,1,ds3,200,OK,Big Customers 2-1,text,true,,291,0,1,2,null,0,0,0,ds3,sasquatch
1743631863112,0,ds4,200,OK,Big Customers 2-1,text,true,,292,0,1,2,null,0,0,0,ds4,sasquatch
1743631863112,0,Shared,200,OK,Big Customers 2-1,text,true,,292,0,1,2,null,0,0,0,ds4,sasquatch
1743631863111,1,JSR223 Sampler,200,OK,Small Customers 1-1,text,true,,0,0,1,2,null,0,0,0,ds2,sasquatch
1743631863111,1,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",Small Customers 1-1,,true,,291,0,1,2,null,0,0,0,ds2,sasquatch
1743631863112,0,JSR223 Sampler,200,OK,Big Customers 2-1,text,true,,0,0,1,2,null,0,0,0,ds4,sasquatch
1743631863112,0,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",Big Customers 2-1,,true,,292,0,1,2,null,0,0,0,ds4,sasquatch
1743631863113,0,ds3,200,OK,Big Customers 2-1,text,true,,291,0,1,2,null,0,0,0,ds3,sasquatch
1743631863113,0,ds4,200,OK,Big Customers 2-1,text,true,,292,0,1,2,null,0,0,0,ds4,sasquatch
1743631863113,0,Shared,200,OK,Big Customers 2-1,text,true,,292,0,1,2,null,0,0,0,ds4,sasquatch
1743631863113,1,ds1,200,OK,Small Customers 1-1,text,true,,9254,0,1,2,null,0,0,0,ds1,maybe
1743631863114,0,ds2,200,OK,Small Customers 1-1,text,true,,290,0,1,2,null,0,0,0,ds2,maybe
1743631863114,0,Shared,200,OK,Small Customers 1-1,text,true,,290,0,1,2,null,0,0,0,ds2,maybe
1743631863113,1,JSR223 Sampler,200,OK,Big Customers 2-1,text,true,,0,0,1,2,null,0,0,0,ds4,sasquatch
1743631863113,1,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",Big Customers 2-1,,true,,292,0,1,2,null,0,0,0,ds4,sasquatch
1743631863114,0,JSR223 Sampler,200,OK,Small Customers 1-1,text,true,,0,0,1,1,null,0,0,0,ds2,sasquatch
1743631863114,0,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",Small Customers 1-1,,true,,290,0,1,1,null,0,0,0,ds2,sasquatch
1743631863115,0,ds1,200,OK,Small Customers 1-1,text,true,,9254,0,1,1,null,0,0,0,ds1,maybe
1743631863115,0,ds2,200,OK,Small Customers 1-1,text,true,,290,0,1,1,null,0,0,0,ds2,maybe
1743631863115,0,Shared,200,OK,Small Customers 1-1,text,true,,290,0,1,1,null,0,0,0,ds2,maybe
1743631863115,1,JSR223 Sampler,200,OK,Small Customers 1-1,text,true,,0,0,1,1,null,0,0,0,ds2,sasquatch
1743631863115,1,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",Small Customers 1-1,,true,,290,0,1,1,null,0,0,0,ds2,sasquatch
1743631863299,0,ds3,200,OK,Big Customers 2-2,text,true,,277,0,1,1,null,0,0,0,ds3,null
1743631863299,0,ds4,200,OK,Big Customers 2-2,text,true,,277,0,1,1,null,0,0,0,ds4,null
1743631863299,0,Shared,200,OK,Big Customers 2-2,text,true,,277,0,1,1,null,0,0,0,ds4,null
1743631863299,1,JSR223 Sampler,200,OK,Big Customers 2-2,text,true,,0,0,1,1,null,0,0,0,ds4,sasquatch
1743631863299,1,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",Big Customers 2-2,,true,,277,0,1,1,null,0,0,0,ds4,sasquatch
1743631863301,0,ds3,200,OK,Big Customers 2-2,text,true,,292,0,1,1,null,0,0,0,ds3,sasquatch
1743631863301,0,ds4,200,OK,Big Customers 2-2,text,true,,292,0,1,1,null,0,0,0,ds4,sasquatch
1743631863301,0,Shared,200,OK,Big Customers 2-2,text,true,,292,0,1,1,null,0,0,0,ds4,sasquatch
1743631863301,1,JSR223 Sampler,200,OK,Big Customers 2-2,text,true,,0,0,1,1,null,0,0,0,ds4,sasquatch
